OID_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
508,0,12,27,128.591077885101498,35,-121.800133798999980,36.831382438000048,-121.800237310999989,36.832538191000026,-4.117872724672776
509,0,12,36,129.392662168722438,36,-121.800133798999980,36.831382438000048,-121.800443394999945,36.832521536000058,-12.324207600788071
510,0,12,39,129.515882211452976,37,-121.800133798999980,36.831382438000048,-121.800633795999943,36.832478124000033,-20.144111338817694
511,0,12,38,134.818840570001953,38,-121.800133798999980,36.831382438000048,-121.800782681999976,36.832479625000076,-25.426388730684266
512,0,12,28,140.450076672205029,39,-121.800133798999980,36.831382438000048,-121.800105684999949,36.832647843000075,1.023156890808276
513,0,12,29,143.967257472663931,40,-121.800133798999980,36.831382438000048,-121.800316864999957,36.832671365000067,-6.513255170062440
514,0,12,37,145.733487338510173,41,-121.800133798999980,36.831382438000048,-121.800589346999971,36.832643564000080,-16.191581892463759
515,0,12,43,147.754122192836093,42,-121.800133798999980,36.831382438000048,-121.800893339999959,36.832565615000078,-27.295027202480426
516,0,12,42,150.252943238114398,43,-121.800133798999980,36.831382438000048,-121.801293592999968,36.832364255000073,-43.517924507358963
517,0,13,12,7.832823367836225,1,-121.800063438999985,36.831340214000079,-121.800133798999980,36.831382438000048,-53.257138499737223
518,0,13,14,15.402350570698081,2,-121.800063438999985,36.831340214000079,-121.799907325999982,36.831399499000042,64.713091712265864
519,0,13,11,16.054553423243096,3,-121.800063438999985,36.831340214000079,-121.800055386999986,36.831484738000029,2.564339967757876
520,0,13,15,18.905831160269521,4,-121.800063438999985,36.831340214000079,-121.799910779999948,36.831458383000040,46.081419878242357
521,0,13,4,22.991992993503182,5,-121.800063438999985,36.831340214000079,-121.800310932999992,36.831282392000048,-106.205648017055012
522,0,13,10,25.451200268605895,6,-121.800063438999985,36.831340214000079,-121.799892975999967,36.831524120000040,36.689696864652923
523,0,13,5,27.664175995323674,7,-121.800063438999985,36.831340214000079,-121.800329361999957,36.831468461000043,-59.038473565879606
524,0,13,6,30.014177486980724,8,-121.800063438999985,36.831340214000079,-121.800281565999967,36.831546135000053,-40.414567439641743
525,0,13,16,30.915716371217460,9,-121.800063438999985,36.831340214000079,-121.799732377999987,36.831422590000045,72.800661362475040
526,0,13,3,31.380408130898676,10,-121.800063438999985,36.831340214000079,-121.800414957999976,36.831350835000080,-87.847337160020928
527,0,13,1,41.998104250612485,11,-121.800063438999985,36.831340214000079,-121.800523313999975,36.831421231000036,-77.638491235335536
528,0,13,7,46.134244886860351,12,-121.800063438999985,36.831340214000079,-121.800367512999969,36.831676481000045,-36.013281978757732
529,0,13,2,51.316550381468083,13,-121.800063438999985,36.831340214000079,-121.800571617999992,36.831556904000024,-62.056230782788731
530,0,13,18,55.081833969169615,14,-121.800063438999985,36.831340214000079,-121.800016068999980,36.831835098000056,4.399922371065528
531,0,13,8,55.935809683100047,15,-121.800063438999985,36.831340214000079,-121.800395661999971,36.831767692000028,-31.994303538778667
532,0,13,9,56.618911672083811,16,-121.800063438999985,36.831340214000079,-121.800213659999940,36.831835915000056,-13.690931446362661
533,0,13,17,57.827966408280183,17,-121.800063438999985,36.831340214000079,-121.799830493999991,36.831826499000044,21.060197573697796
534,0,13,19,68.275562627247623,18,-121.800063438999985,36.831340214000079,-121.799908506999941,36.831942713000046,11.679116963814486
535,0,13,21,72.087687238088520,19,-121.800063438999985,36.831340214000079,-121.800132053999960,36.831987456000036,-4.870835211217706
536,0,13,22,76.010091060511016,20,-121.800063438999985,36.831340214000079,-121.800303234999944,36.831997463000050,-16.345563378211349
537,0,13,20,82.148435060738578,21,-121.800063438999985,36.831340214000079,-121.799866302999988,36.832063299000026,12.361261081878492
538,0,13,23,96.945291871593312,22,-121.800063438999985,36.831340214000079,-121.800428389999979,36.832163063000053,-19.622403636886908
539,0,13,24,97.693386371904865,23,-121.800063438999985,36.831340214000079,-121.800100228999952,36.832220040000038,-1.925161884063968
540,0,13,26,100.291664293281116,24,-121.800063438999985,36.831340214000079,-121.800259250999943,36.832230137000067,-10.030345291480867
541,0,13,25,100.980154333198527,25,-121.800063438999985,36.831340214000079,-121.800155208999968,36.832247159000076,-4.650100465395568
542,0,13,30,107.058877544090663,26,-121.800063438999985,36.831340214000079,-121.800589418999948,36.832207340000025,-25.993754937357842
543,0,13,40,110.659474095176463,27,-121.800063438999985,36.831340214000079,-121.800783730999967,36.832152050000047,-35.496670225219901
544,0,13,44,114.907849633497776,28,-121.800063438999985,36.831340214000079,-121.800714203999974,36.832233796000025,-30.345351579090654
545,0,13,34,118.143619496703749,29,-121.800063438999985,36.831340214000079,-121.800380094999980,36.832373937000057,-13.833274399397448
546,0,13,31,119.385609013273353,30,-121.800063438999985,36.831340214000079,-121.800675622999961,36.832296855000038,-27.221610792528828
547,0,13,41,119.762352589262989,31,-121.800063438999985,36.831340214000079,-121.800888380999993,36.832191625000064,-37.913506921005109
548,0,13,33,120.426558683609457,32,-121.800063438999985,36.831340214000079,-121.800502569999992,36.832366369000056,-18.983080010910307
549,0,13,32,125.348409137632629,33,-121.800063438999985,36.831340214000079,-121.800602299999980,36.832383379000078,-22.550097263970226
550,0,13,35,125.674238539994164,34,-121.800063438999985,36.831340214000079,-121.800452905999975,36.832428539000034,-16.048629550504405
551,0,13,27,133.846644571028833,35,-121.800063438999985,36.831340214000079,-121.800237310999989,36.832538191000026,-6.654540966506818
552,0,13,36,135.407459240036104,36,-121.800063438999985,36.831340214000079,-121.800443394999945,36.832521536000058,-14.496167190247423
553,0,13,39,136.143870665501879,37,-121.800063438999985,36.831340214000079,-121.800633795999943,36.832478124000033,-21.945178435638717
554,0,13,38,141.792805866935794,38,-121.800063438999985,36.831340214000079,-121.800782681999976,36.832479625000076,-26.904172944201854
555,0,13,28,145.162397765026952,39,-121.800063438999985,36.831340214000079,-121.800105684999949,36.832647843000075,-1.487643089281294
556,0,13,29,149.443699229639719,40,-121.800063438999985,36.831340214000079,-121.800316864999957,36.832671365000067,-8.700864768190149
557,0,13,37,152.056964736636900,41,-121.800063438999985,36.831340214000079,-121.800589346999971,36.832643564000080,-17.970746944713003
558,0,13,43,154.834458870741656,42,-121.800063438999985,36.831340214000079,-121.800893339999959,36.832565615000078,-28.563986555955779
559,0,13,42,157.978435311319089,43,-121.800063438999985,36.831340214000079,-121.801293592999968,36.832364255000073,-43.998453791415656
560,0,14,15,6.541881978784740,1,-121.799907325999982,36.831399499000042,-121.799910779999948,36.831458383000040,-2.699638073962712
561,0,14,10,13.888871841069935,2,-121.799907325999982,36.831399499000042,-121.799892975999967,36.831524120000040,5.288428078254350
562,0,14,13,15.402350570478950,3,-121.799907325999982,36.831399499000042,-121.800063438999985,36.831340214000079,-115.286814702210748
563,0,14,16,15.815700815550375,4,-121.799907325999982,36.831399499000042,-121.799732377999987,36.831422590000045,80.675592943712417
564,0,14,11,16.246098016984138,5,-121.799907325999982,36.831399499000042,-121.800055386999986,36.831484738000029,-54.390727836399542
565,0,14,12,20.291687175917243,6,-121.799907325999982,36.831399499000042,-121.800133798999980,36.831382438000048,-95.353758432541085
566,0,14,6,37.139881868592504,7,-121.799907325999982,36.831399499000042,-121.800281565999967,36.831546135000053,-64.013957809755610
567,0,14,4,38.278556686709244,8,-121.799907325999982,36.831399499000042,-121.800310932999992,36.831282392000048,-109.846800814294099
568,0,14,5,38.418848797519352,9,-121.799907325999982,36.831399499000042,-121.800329361999957,36.831468461000043,-78.509710942673067
569,0,14,3,45.605638115654514,10,-121.799907325999982,36.831399499000042,-121.800414957999976,36.831350835000080,-96.800573822897235
570,0,14,17,47.879227059235902,11,-121.799907325999982,36.831399499000042,-121.799830493999991,36.831826499000044,8.230243740609549
571,0,14,18,49.304112890212629,12,-121.799907325999982,36.831399499000042,-121.800016068999980,36.831835098000056,-11.347074410288625
572,0,14,7,51.284540864700531,13,-121.799907325999982,36.831399499000042,-121.800367512999969,36.831676481000045,-53.175741051042635
573,0,14,1,55.003834435829269,14,-121.799907325999982,36.831399499000042,-121.800523313999975,36.831421231000036,-87.486819624441225
574,0,14,9,55.608882077179395,15,-121.799907325999982,36.831399499000042,-121.800213659999940,36.831835915000056,-29.433856929705286
575,0,14,8,59.726893362850554,16,-121.799907325999982,36.831399499000042,-121.800395661999971,36.831767692000028,-46.833851464989216
576,0,14,19,60.282988782803272,17,-121.799907325999982,36.831399499000042,-121.799908506999941,36.831942713000046,-0.100133132188478
577,0,14,2,61.780854554987691,18,-121.799907325999982,36.831399499000042,-121.800571617999992,36.831556904000024,-73.575976560229179
578,0,14,21,68.258554703698792,19,-121.799907325999982,36.831399499000042,-121.800132053999960,36.831987456000036,-17.079427495820202
579,0,14,20,73.755711877039460,20,-121.799907325999982,36.831399499000042,-121.799866302999988,36.832063299000026,2.844015170943137
580,0,14,22,75.172120688836785,21,-121.799907325999982,36.831399499000042,-121.800303234999944,36.831997463000050,-28.023076841514602
581,0,14,24,92.670876512242089,22,-121.799907325999982,36.831399499000042,-121.800100228999952,36.832220040000038,-10.701499960231889
582,0,14,25,96.632772201575207,23,-121.799907325999982,36.831399499000042,-121.800155208999968,36.832247159000076,-13.228430332144812
583,0,14,23,96.648111322529971,24,-121.799907325999982,36.831399499000042,-121.800428389999979,36.832163063000053,-28.747203492322278
584,0,14,26,97.379083372001276,25,-121.799907325999982,36.831399499000042,-121.800259250999943,36.832230137000067,-18.807572860008474
585,0,14,30,108.349067257602556,26,-121.799907325999982,36.831399499000042,-121.800589418999948,36.832207340000025,-34.165595324777534
586,0,14,40,114.398318810163232,27,-121.799907325999982,36.831399499000042,-121.800783730999967,36.832152050000047,-43.111003809448768
587,0,14,34,116.070918095096587,28,-121.799907325999982,36.831399499000042,-121.800380094999980,36.832373937000057,-21.305961638929137
588,0,14,44,117.273817872940711,29,-121.799907325999982,36.831399499000042,-121.800714203999974,36.832233796000025,-37.862534123431438
589,0,14,33,119.718253579779898,30,-121.799907325999982,36.831399499000042,-121.800502569999992,36.832366369000056,-26.329921175232034
590,0,14,31,120.889681054987548,31,-121.799907325999982,36.831399499000042,-121.800675622999961,36.832296855000038,-34.537176001223010
591,0,14,41,124.043171393912175,32,-121.799907325999982,36.831399499000042,-121.800888380999993,36.832191625000064,-44.872830505825370
592,0,14,35,124.135959404273336,33,-121.799907325999982,36.831399499000042,-121.800452905999975,36.832428539000034,-23.083043036172732
593,0,14,32,125.559089588743760,34,-121.799907325999982,36.831399499000042,-121.800602299999980,36.832383379000078,-29.588154972189916
594,0,14,27,129.749166931290205,35,-121.799907325999982,36.831399499000042,-121.800237310999989,36.832538191000026,-13.113142740108767
595,0,14,36,133.384677431960512,36,-121.799907325999982,36.831399499000042,-121.800443394999945,36.832521536000058,-21.009227322870238
596,0,14,39,136.117303970767892,37,-121.799907325999982,36.831399499000042,-121.800633795999943,36.832478124000033,-28.431208112490989
597,0,14,28,139.659870547484275,38,-121.799907325999982,36.831399499000042,-121.800105684999949,36.832647843000075,-7.278931132885899
598,0,14,38,143.058401852850608,39,-121.799907325999982,36.831399499000042,-121.800782681999976,36.832479625000076,-33.082325192413677
599,0,14,29,145.796228847974334,40,-121.799907325999982,36.831399499000042,-121.800316864999957,36.832671365000067,-14.511778028585486
600,0,14,37,150.871014421944750,41,-121.799907325999982,36.831399499000042,-121.800589346999971,36.832643564000080,-23.782291086229783
601,0,14,43,156.472349404790492,42,-121.799907325999982,36.831399499000042,-121.800893339999959,36.832565615000078,-34.203681510569432
602,0,14,42,163.571401774726951,43,-121.799907325999982,36.831399499000042,-121.801293592999968,36.832364255000073,-49.115136819496755
603,0,15,14,6.541881979320188,1,-121.799910779999948,36.831458383000040,-121.799907325999982,36.831399499000042,177.300359855714134
604,0,15,10,7.466021055159918,2,-121.799910779999948,36.831458383000040,-121.799892975999967,36.831524120000040,12.282438373603254
605,0,15,11,13.227459337131622,3,-121.799910779999948,36.831458383000040,-121.800055386999986,36.831484738000029,-77.225679447846545
606,0,15,16,16.403046487207174,4,-121.799910779999948,36.831458383000040,-121.799732377999987,36.831422590000045,104.013819892725522
607,0,15,13,18.905831160531150,5,-121.799910779999948,36.831458383000040,-121.800063438999985,36.831340214000079,-133.918488609261772
608,0,15,12,21.606545229135559,6,-121.799910779999948,36.831458383000040,-121.800133798999980,36.831382438000048,-112.958477781782960
609,0,15,6,34.480702427179217,7,-121.799910779999948,36.831458383000040,-121.800281565999967,36.831546135000053,-73.594863080096204
610,0,15,5,37.357500611977180,8,-121.799910779999948,36.831458383000040,-121.800329361999957,36.831468461000043,-88.284309395399049
611,0,15,4,40.690313487205572,9,-121.799910779999948,36.831458383000040,-121.800310932999992,36.831282392000048,-118.683933873003028
612,0,15,17,41.474567564573050,10,-121.799910779999948,36.831458383000040,-121.799830493999991,36.831826499000044,9.944056304563125
613,0,15,18,42.847888468621122,11,-121.799910779999948,36.831458383000040,-121.800016068999980,36.831835098000056,-12.662449017497911
614,0,15,3,46.533237813567510,12,-121.799910779999948,36.831458383000040,-121.800414957999976,36.831350835000080,-104.861453281526821
615,0,15,7,47.390708439946529,13,-121.799910779999948,36.831458383000040,-121.800367512999969,36.831676481000045,-59.288159183407018
616,0,15,9,49.853244708119291,14,-121.799910779999948,36.831458383000040,-121.800213659999940,36.831835915000056,-32.818047654812133
617,0,15,19,53.748657585526821,15,-121.799910779999948,36.831458383000040,-121.799908506999941,36.831942713000046,0.216150041925217
618,0,15,1,54.798113967260505,16,-121.799910779999948,36.831458383000040,-121.800523313999975,36.831421231000036,-94.314738488422336
619,0,15,8,55.219934830216836,17,-121.799910779999948,36.831458383000040,-121.800395661999971,36.831767692000028,-51.565862418922308
620,0,15,2,59.957118170149727,18,-121.799910779999948,36.831458383000040,-121.800571617999992,36.831556904000024,-79.492998146612919
621,0,15,21,61.942934347881753,19,-121.799910779999948,36.831458383000040,-121.800132053999960,36.831987456000036,-18.582379133246512
622,0,15,20,67.247396649644742,20,-121.799910779999948,36.831458383000040,-121.799866302999988,36.832063299000026,3.382471129350984
623,0,15,22,69.315364725612540,21,-121.799910779999948,36.831458383000040,-121.800303234999944,36.831997463000050,-30.336641210384485
624,0,15,24,86.197499924001875,22,-121.799910779999948,36.831458383000040,-121.800100228999952,36.832220040000038,-11.306835179807498
625,0,15,25,90.208955222244256,23,-121.799910779999948,36.831458383000040,-121.800155208999968,36.832247159000076,-13.987704283966471
626,0,15,23,90.816134078990444,24,-121.799910779999948,36.831458383000040,-121.800428389999979,36.832163063000053,-30.559860653453498
627,0,15,26,91.112111097704428,25,-121.799910779999948,36.831458383000040,-121.800259250999943,36.832230137000067,-19.949030722850583
628,0,15,30,102.825883922095485,26,-121.799910779999948,36.831458383000040,-121.800589418999948,36.832207340000025,-36.068718763701931
629,0,15,40,109.499422320990533,27,-121.799910779999948,36.831458383000040,-121.800783730999967,36.832152050000047,-45.330626276752540
630,0,15,34,109.890784136214222,28,-121.799910779999948,36.831458383000040,-121.800380094999980,36.832373937000057,-22.394311913210572
631,0,15,44,111.989101573719694,29,-121.799910779999948,36.831458383000040,-121.800714203999974,36.832233796000025,-39.790420147287115
632,0,15,33,113.755128486461516,30,-121.799910779999948,36.831458383000040,-121.800502569999992,36.832366369000056,-27.650782753277038
633,0,15,31,115.383660197758445,31,-121.799910779999948,36.831458383000040,-121.800675622999961,36.832296855000038,-36.251050717103070
634,0,15,35,118.025707236364966,32,-121.799910779999948,36.831458383000040,-121.800452905999975,36.832428539000034,-24.189235491844212
635,0,15,41,119.275750533843535,33,-121.799910779999948,36.831458383000040,-121.800888380999993,36.832191625000064,-46.983091914679243
636,0,15,32,119.761012953834936,34,-121.799910779999948,36.831458383000040,-121.800602299999980,36.832383379000078,-31.003749917335551
637,0,15,27,123.320706032019118,35,-121.799910779999948,36.831458383000040,-121.800237310999989,36.832538191000026,-13.662529590581606
638,0,15,36,127.190596410081028,36,-121.799910779999948,36.831458383000040,-121.800443394999945,36.832521536000058,-21.935052817919431
639,0,15,39,130.255097197365671,37,-121.799910779999948,36.831458383000040,-121.800633795999943,36.832478124000033,-29.680635640441086
640,0,15,28,133.139896041305406,38,-121.799910779999948,36.831458383000040,-121.800105684999949,36.832647843000075,-7.503699701769333
641,0,15,38,137.454767323378235,39,-121.799910779999948,36.831458383000040,-121.800782681999976,36.832479625000076,-34.461641509786382
642,0,15,29,139.399309946070019,40,-121.799910779999948,36.831458383000040,-121.800316864999957,36.832671365000067,-15.062203081728542
643,0,15,37,144.786154370727445,41,-121.799910779999948,36.831458383000040,-121.800589346999971,36.832643564000080,-24.713562194725384
644,0,15,43,150.933437578846565,42,-121.799910779999948,36.831458383000040,-121.800893339999959,36.832565615000078,-35.501496592139787
645,0,15,42,159.131844014910456,43,-121.799910779999948,36.831458383000040,-121.801293592999968,36.832364255000073,-50.821558903347800
646,0,16,14,15.815700815536132,1,-121.799732377999987,36.831422590000045,-121.799907325999982,36.831399499000042,-99.324302181209632
647,0,16,15,16.403046487203369,2,-121.799732377999987,36.831422590000045,-121.799910779999948,36.831458383000040,-75.986073161947147
648,0,16,10,18.226400576981273,3,-121.799732377999987,36.831422590000045,-121.799892975999967,36.831524120000040,-51.816428775826253
649,0,16,11,29.628792360957330,4,-121.799732377999987,36.831422590000045,-121.800055386999986,36.831484738000029,-76.539399903258229
650,0,16,13,30.915716371150502,5,-121.799732377999987,36.831422590000045,-121.800063438999985,36.831340214000079,-107.199140178609639
651,0,16,12,36.086047091900667,6,-121.799732377999987,36.831422590000045,-121.800133798999980,36.831382438000048,-97.092773741166198
652,0,16,17,45.670167805441672,7,-121.799732377999987,36.831422590000045,-121.799830493999991,36.831826499000044,-11.049063777275023
653,0,16,6,50.874068390981840,8,-121.799732377999987,36.831422590000045,-121.800281565999967,36.831546135000053,-74.365574779748087
654,0,16,18,52.307517131994189,9,-121.799732377999987,36.831422590000045,-121.800016068999980,36.831835098000056,-28.935051433884709
655,0,16,5,53.498346407017422,10,-121.799732377999987,36.831422590000045,-121.800329361999957,36.831468461000043,-84.539713945233842
656,0,16,4,53.905726334595592,11,-121.799732377999987,36.831422590000045,-121.800310932999992,36.831282392000048,-106.775326376998123
657,0,16,19,59.820653500987838,12,-121.799732377999987,36.831422590000045,-121.799908506999941,36.831942713000046,-15.227439450107633
658,0,16,3,61.409946830959811,13,-121.799732377999987,36.831422590000045,-121.800414957999976,36.831350835000080,-97.450268233721872
659,0,16,9,62.827139738281573,14,-121.799732377999987,36.831422590000045,-121.800213659999940,36.831835915000056,-43.107164738295445
660,0,16,7,63.277840221598886,15,-121.799732377999987,36.831422590000045,-121.800367512999969,36.831676481000045,-63.559498626420044
661,0,16,8,70.482515068577783,16,-121.799732377999987,36.831422590000045,-121.800395661999971,36.831767692000028,-57.087004080804348
662,0,16,1,70.557815010381873,17,-121.799732377999987,36.831422590000045,-121.800523313999975,36.831421231000036,-90.122230315860776
663,0,16,20,72.099086274345666,18,-121.799732377999987,36.831422590000045,-121.799866302999988,36.832063299000026,-9.538090788841059
664,0,16,21,72.115966614262007,19,-121.799732377999987,36.831422590000045,-121.800132053999960,36.831987456000036,-29.630026138274943
665,0,16,2,76.336044361542463,20,-121.799732377999987,36.831422590000045,-121.800571617999992,36.831556904000024,-78.739796807856735
666,0,16,22,81.628948618168920,21,-121.799732377999987,36.831422590000045,-121.800303234999944,36.831997463000050,-38.598091719871313
667,0,16,24,94.384714975483149,22,-121.799732377999987,36.831422590000045,-121.800100228999952,36.832220040000038,-20.344933088173935
668,0,16,25,98.975455404777080,23,-121.799732377999987,36.831422590000045,-121.800155208999968,36.832247159000076,-22.401753512386808
669,0,16,26,101.194443397590277,24,-121.799732377999987,36.831422590000045,-121.800259250999943,36.832230137000067,-27.675222972810985
670,0,16,23,102.993183610323115,25,-121.799732377999987,36.831422590000045,-121.800428389999979,36.832163063000053,-37.074046280383392
671,0,16,30,115.885516278817647,26,-121.799732377999987,36.831422590000045,-121.800589418999948,36.832207340000025,-41.279811722968077
672,0,16,34,120.352744306233618,27,-121.799732377999987,36.831422590000045,-121.800380094999980,36.832373937000057,-28.691572266947137
673,0,16,40,123.892727726182216,28,-121.799732377999987,36.831422590000045,-121.800783730999967,36.832152050000047,-49.201277994764723
674,0,16,33,125.260188166791167,29,-121.799732377999987,36.831422590000045,-121.800502569999992,36.832366369000056,-33.264752567389174
675,0,16,44,125.600521248259881,30,-121.799732377999987,36.831422590000045,-121.800714203999974,36.832233796000025,-44.213556988184294
676,0,16,31,128.426493148138974,31,-121.799732377999987,36.831422590000045,-121.800675622999961,36.832296855000038,-40.934112116147361
677,0,16,35,128.816706097996956,32,-121.799732377999987,36.831422590000045,-121.800452905999975,36.832428539000034,-29.931980558506414
678,0,16,27,131.742838528535600,33,-121.799732377999987,36.831422590000045,-121.800237310999989,36.832538191000026,-19.992872243433233
679,0,16,32,131.874020809636676,34,-121.799732377999987,36.831422590000045,-121.800602299999980,36.832383379000078,-36.047942467507042
680,0,16,41,133.858224296056989,35,-121.799732377999987,36.831422590000045,-121.800888380999993,36.832191625000064,-50.389194753425933
681,0,16,36,137.463096204034770,36,-121.799732377999987,36.831422590000045,-121.800443394999945,36.832521536000058,-27.478365234150761
682,0,16,28,139.990493946553443,37,-121.799732377999987,36.831422590000045,-121.800105684999949,36.832647843000075,-13.761628185749952
683,0,16,39,142.082380920844429,38,-121.799732377999987,36.831422590000045,-121.800633795999943,36.832478124000033,-34.468717530077612
684,0,16,29,148.066330447680770,39,-121.799732377999987,36.831422590000045,-121.800316864999957,36.832671365000067,-20.618208870978904
685,0,16,38,150.129608583942201,40,-121.799732377999987,36.831422590000045,-121.800782681999976,36.832479625000076,-38.615242864823408
686,0,16,37,155.575325097801567,41,-121.799732377999987,36.831422590000045,-121.800589346999971,36.832643564000080,-29.431533906408959
687,0,16,43,163.755915417275190,42,-121.799732377999987,36.831422590000045,-121.800893339999959,36.832565615000078,-39.230156276786339
688,0,16,42,174.117832481295324,43,-121.799732377999987,36.831422590000045,-121.801293592999968,36.832364255000073,-53.117253326297195
689,0,17,19,14.654671634283666,1,-121.799830493999991,36.831826499000044,-121.799908506999941,36.831942713000046,-28.352024925220515
690,0,17,18,16.582128783340423,2,-121.799830493999991,36.831826499000044,-121.800016068999980,36.831835098000056,-86.700859610842727
691,0,17,20,26.472203770977689,3,-121.799830493999991,36.831826499000044,-121.799866302999988,36.832063299000026,-6.930802951924532
692,0,17,21,32.291439180068508,4,-121.799830493999991,36.831826499000044,-121.800132053999960,36.831987456000036,-56.416285079445032
693,0,17,10,34.016127567339943,5,-121.799830493999991,36.831826499000044,-121.799892975999967,36.831524120000040,-170.568999147185934
694,0,17,9,34.197178930787430,6,-121.799830493999991,36.831826499000044,-121.800213659999940,36.831835915000056,-88.248871317437903
695,0,17,15,41.474567564855803,7,-121.799830493999991,36.831826499000044,-121.799910779999948,36.831458383000040,-170.055895566800359
696,0,17,11,42.906040398224135,8,-121.799830493999991,36.831826499000044,-121.800055386999986,36.831484738000029,-152.122396956775873
697,0,17,16,45.670167805518773,9,-121.799830493999991,36.831826499000044,-121.799732377999987,36.831422590000045,168.950877405589523
698,0,17,22,46.243176030171107,10,-121.799830493999991,36.831826499000044,-121.800303234999944,36.831997463000050,-65.777442296792287
699,0,17,14,47.879227059629372,11,-121.799830493999991,36.831826499000044,-121.799907325999982,36.831399499000042,-171.769710201339734
700,0,17,24,49.863065327368467,12,-121.799830493999991,36.831826499000044,-121.800100228999952,36.832220040000038,-28.853117804223228
701,0,17,7,50.716402548133715,13,-121.799830493999991,36.831826499000044,-121.800367512999969,36.831676481000045,-109.163043570072233
702,0,17,8,50.837761394412915,14,-121.799830493999991,36.831826499000044,-121.800395661999971,36.831767692000028,-97.375279728499194
703,0,17,6,50.864638518995278,15,-121.799830493999991,36.831826499000044,-121.800281565999967,36.831546135000053,-127.711468862483599
704,0,17,25,54.939409391013044,16,-121.799830493999991,36.831826499000044,-121.800155208999968,36.832247159000076,-31.819827793398776
705,0,17,12,56.218772526580992,17,-121.799830493999991,36.831826499000044,-121.800133798999980,36.831382438000048,-151.230718940005517
706,0,17,13,57.827966408106214,18,-121.799830493999991,36.831826499000044,-121.800063438999985,36.831340214000079,-158.939662783885296
707,0,17,26,58.901458202961045,19,-121.799830493999991,36.831826499000044,-121.800259250999943,36.832230137000067,-40.493125292510179
708,0,17,5,59.659161832458594,20,-121.799830493999991,36.831826499000044,-121.800329361999957,36.831468461000043,-131.759045266318708
709,0,17,23,65.113863497248417,21,-121.799830493999991,36.831826499000044,-121.800428389999979,36.832163063000053,-54.997411780626358
710,0,17,2,72.568117879611961,22,-121.799830493999991,36.831826499000044,-121.800571617999992,36.831556904000024,-114.347732332623607
711,0,17,4,74.046367699845064,23,-121.799830493999991,36.831826499000044,-121.800310932999992,36.831282392000048,-144.632920569550294
712,0,17,3,74.194734139074967,24,-121.799830493999991,36.831826499000044,-121.800414957999976,36.831350835000080,-135.353636251089313
713,0,17,1,76.436432993084509,25,-121.799830493999991,36.831826499000044,-121.800523313999975,36.831421231000036,-126.042611348187705
714,0,17,34,78.067496524980001,26,-121.799830493999991,36.831826499000044,-121.800380094999980,36.832373937000057,-38.904319425558889
715,0,17,30,79.810450912398480,27,-121.799830493999991,36.831826499000044,-121.800589418999948,36.832207340000025,-58.024705490336210
716,0,17,33,84.757848649886341,28,-121.799830493999991,36.831826499000044,-121.800502569999992,36.832366369000056,-45.019916155025086
717,0,17,35,86.871049961748554,29,-121.799830493999991,36.831826499000044,-121.800452905999975,36.832428539000034,-39.728158358125498
718,0,17,27,86.918443103967547,30,-121.799830493999991,36.831826499000044,-121.800237310999989,36.832538191000026,-24.678498291052314
719,0,17,44,90.871746890108469,31,-121.799830493999991,36.831826499000044,-121.800714203999974,36.832233796000025,-60.171620966661131
720,0,17,31,91.697622653542155,32,-121.799830493999991,36.831826499000044,-121.800675622999961,36.832296855000038,-55.302830862678064
721,0,17,40,92.391910588104494,33,-121.799830493999991,36.831826499000044,-121.800783730999967,36.832152050000047,-66.981211554659794
722,0,17,32,92.517925037959756,34,-121.799830493999991,36.831826499000044,-121.800602299999980,36.832383379000078,-48.088954342565593
723,0,17,28,94.396245904918885,35,-121.799830493999991,36.831826499000044,-121.800105684999949,36.832647843000075,-15.073686442307089
724,0,17,36,94.544206296855450,36,-121.799830493999991,36.831826499000044,-121.800443394999945,36.832521536000058,-35.330949124591200
725,0,17,39,101.805951917427620,37,-121.799830493999991,36.831826499000044,-121.800633795999943,36.832478124000033,-44.739637961888143
726,0,17,41,102.702178716947742,38,-121.799830493999991,36.831826499000044,-121.800888380999993,36.832191625000064,-66.762664091381112
727,0,17,29,103.310972529106763,39,-121.799830493999991,36.831826499000044,-121.800316864999957,36.832671365000067,-24.832612852693678
728,0,17,38,111.662457383595495,40,-121.799830493999991,36.831826499000044,-121.800782681999976,36.832479625000076,-49.525779610278065
729,0,17,37,113.155906688807136,41,-121.799830493999991,36.831826499000044,-121.800589346999971,36.832643564000080,-36.744035472374613
730,0,17,43,125.368728317464317,42,-121.799830493999991,36.831826499000044,-121.800893339999959,36.832565615000078,-49.136550857202231
731,0,17,42,143.514793680229133,43,-121.799830493999991,36.831826499000044,-121.801293592999968,36.832364255000073,-65.428208430417669
732,0,18,19,15.319718202615524,1,-121.800016068999980,36.831835098000056,-121.799908506999941,36.831942713000046,38.780373205244793
733,0,18,17,16.582128783334312,2,-121.800016068999980,36.831835098000056,-121.799830493999991,36.831826499000044,93.299029142451332
734,0,18,9,17.626795031221491,3,-121.800016068999980,36.831835098000056,-121.800213659999940,36.831835915000056,-89.705229723132760
735,0,18,21,19.822453381569662,4,-121.800016068999980,36.831835098000056,-121.800132053999960,36.831987456000036,-31.464364689265231
