OID_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
135,0,4,6,29.385753846132740,6,-121.800310932999992,36.831282392000048,-121.800281565999967,36.831546135000053,5.114750274479333
136,0,4,11,31.998870804909469,7,-121.800310932999992,36.831282392000048,-121.800055386999986,36.831484738000029,45.432258230605740
137,0,4,14,38.278556686713408,8,-121.800310932999992,36.831282392000048,-121.799907325999982,36.831399499000042,70.152957238826474
138,0,4,2,38.325527568869504,9,-121.800310932999992,36.831282392000048,-121.800571617999992,36.831556904000024,-37.356904239705301
139,0,4,15,40.690313487052336,10,-121.800310932999992,36.831282392000048,-121.799910779999948,36.831458383000040,61.315826250904657
140,0,4,7,44.024122665415696,11,-121.800310932999992,36.831282392000048,-121.800367512999969,36.831676481000045,-6.583430740831196
141,0,4,10,45.932433447115173,12,-121.800310932999992,36.831282392000048,-121.799892975999967,36.831524120000040,54.265809601996388
142,0,4,16,53.905726334598150,13,-121.800310932999992,36.831282392000048,-121.799732377999987,36.831422590000045,73.224326801444960
143,0,4,8,54.383734315765501,14,-121.800310932999992,36.831282392000048,-121.800395661999971,36.831767692000028,-7.989041983473382
144,0,4,9,62.036818310438647,15,-121.800310932999992,36.831282392000048,-121.800213659999940,36.831835915000056,8.040671675312090
145,0,4,18,66.738625649387544,16,-121.800310932999992,36.831282392000048,-121.800016068999980,36.831835098000056,23.212033943398378
146,0,4,17,74.046367700201742,17,-121.800310932999992,36.831282392000048,-121.799830493999991,36.831826499000044,35.366791424131925
147,0,4,22,79.357610581139255,18,-121.800310932999992,36.831282392000048,-121.800303234999944,36.831997463000050,0.495811863736089
148,0,4,21,79.854737748121309,19,-121.800310932999992,36.831282392000048,-121.800132053999960,36.831987456000036,11.526952790932425
149,0,4,19,81.599942529488047,20,-121.800310932999992,36.831282392000048,-121.799908506999941,36.831942713000046,26.100219252160976
150,0,4,20,95.306588504333902,21,-121.800310932999992,36.831282392000048,-121.799866302999988,36.832063299000026,24.593273996765596
151,0,4,23,98.292096658020384,22,-121.800310932999992,36.831282392000048,-121.800428389999979,36.832163063000053,-6.119381276577937
152,0,4,26,105.276521103349410,23,-121.800310932999992,36.831282392000048,-121.800259250999943,36.832230137000067,2.509964358178725
153,0,4,40,105.323596378444634,24,-121.800310932999992,36.831282392000048,-121.800783730999967,36.832152050000047,-23.606331239594549
154,0,4,30,105.609193073589552,25,-121.800310932999992,36.831282392000048,-121.800589418999948,36.832207340000025,-13.605413404124473
155,0,4,24,105.739057206615868,26,-121.800310932999992,36.831282392000048,-121.800100228999952,36.832220040000038,10.239350934207703
156,0,4,25,107.961999380633571,27,-121.800310932999992,36.831282392000048,-121.800155208999968,36.832247159000076,7.392836831275035
157,0,4,44,111.542154697880918,28,-121.800310932999992,36.831282392000048,-121.800714203999974,36.832233796000025,-18.815370437397657
158,0,4,41,113.290335104003233,29,-121.800310932999992,36.831282392000048,-121.800888380999993,36.832191625000064,-27.045195779686690
159,0,4,31,117.185945506365002,30,-121.800310932999992,36.831282392000048,-121.800675622999961,36.832296855000038,-16.118035442565617
160,0,4,34,121.290674888069162,31,-121.800310932999992,36.831282392000048,-121.800380094999980,36.832373937000057,-2.915732213277269
161,0,4,33,121.502474778938421,32,-121.800310932999992,36.831282392000048,-121.800502569999992,36.832366369000056,-8.088309091266595
162,0,4,32,124.915572522545986,33,-121.800310932999992,36.831282392000048,-121.800602299999980,36.832383379000078,-12.009600642882802
163,0,4,35,127.822076529408918,34,-121.800310932999992,36.831282392000048,-121.800452905999975,36.832428539000034,-5.686339638423846
