OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
141,4,10,49.190617940241701,15,-123.781482132999940,39.512328889000059,-123.781429749999973,39.512770085000056,5.254439113394034
142,4,13,51.918844804588460,16,-123.781482132999940,39.512328889000059,-123.781256368999948,39.512762592000058,21.959585518616194
143,4,41,52.577287966543018,17,-123.781482132999940,39.512328889000059,-123.781987586999946,39.512595303000069,-55.765747922855525
144,4,11,55.897811012237504,18,-123.781482132999940,39.512328889000059,-123.781370667999965,39.512824900000055,9.874262263618757
145,4,12,56.811921086408951,19,-123.781482132999940,39.512328889000059,-123.781308273999969,39.512822553000035,15.258519863940720
146,4,19,61.252808089888077,20,-123.781482132999940,39.512328889000059,-123.781141536999939,39.512813424000058,28.567218743294273
147,4,20,70.838693787847859,21,-123.781482132999940,39.512328889000059,-123.781049416999963,39.512871803000053,31.689344952523332
148,4,32,74.574903150469339,22,-123.781482132999940,39.512328889000059,-123.781330648999983,39.512990254000044,10.060416550381447
149,4,33,76.337632404117301,23,-123.781482132999940,39.512328889000059,-123.781267862999982,39.512996127000065,13.968223680854882
150,4,34,77.037081524058053,24,-123.781482132999940,39.512328889000059,-123.781512799999973,39.513022352000064,-1.961842413586618
151,4,35,79.436873102974914,25,-123.781482132999940,39.512328889000059,-123.781363099999965,39.513038408000057,7.403929533311779
152,4,31,84.274245601115766,26,-123.781482132999940,39.512328889000059,-123.781206026999939,39.513057192000076,16.364754624322359
153,4,30,86.070958246912681,27,-123.781482132999940,39.512328889000059,-123.781276195999965,39.513087538000036,11.874034942035038
154,4,36,91.826309089965704,28,-123.781482132999940,39.512328889000059,-123.781479998999941,39.513155963000031,0.114507656684566
155,4,38,99.122480200029244,29,-123.781482132999940,39.512328889000059,-123.781595969999955,39.513217316000066,-5.667955332263636
156,4,29,99.479943083394275,30,-123.781482132999940,39.512328889000059,-123.781117382999980,39.513179192000052,18.379801024695723
157,4,37,99.764732323233972,31,-123.781482132999940,39.512328889000059,-123.781690982999976,39.513212784000075,-10.371423203528911
158,4,39,108.028882732374328,32,-123.781482132999940,39.512328889000059,-123.781566280999982,39.513299715000073,-3.840920324218425
159,4,40,110.855261302736508,33,-123.781482132999940,39.512328889000059,-123.781409172999986,39.513325757000075,3.244640292183040
160,4,23,117.504741163094721,34,-123.781482132999940,39.512328889000059,-123.781002124999986,39.513319792000061,20.566762076875428
161,4,24,118.280143299299453,35,-123.781482132999940,39.512328889000059,-123.781053355999973,39.513341141000069,18.164566951270196
162,4,27,119.751231991756811,36,-123.781482132999940,39.512328889000059,-123.781131124999945,39.513372654000079,14.599997843829934
163,4,22,121.087402061499645,37,-123.781482132999940,39.512328889000059,-123.780898230999981,39.513321319000056,24.499839502386763
164,4,25,127.573202145227938,38,-123.781482132999940,39.512328889000059,-123.780929363999974,39.513395184000046,21.877337581579699
165,4,21,128.874167262815234,39,-123.781482132999940,39.512328889000059,-123.780778614999974,39.513353792000032,27.998817081653481
166,4,28,130.758039205765641,40,-123.781482132999940,39.512328889000059,-123.781216732999951,39.513488541000072,10.052352981375856
167,4,26,134.352313798667950,41,-123.781482132999940,39.512328889000059,-123.781047664999960,39.513491259000034,16.146605897990099
168,4,43,144.486280381793819,42,-123.781482132999940,39.512328889000059,-123.782814462999966,39.513121722000051,-52.466162406627774
169,5,7,10.947903766386291,1,-123.781521355999985,39.512493328000062,-123.781527402999984,39.512591824000026,-2.722594167989925
170,5,6,13.286472326849994,2,-123.781521355999985,39.512493328000062,-123.781658761999950,39.512438617000043,-117.205217356647509
171,5,16,17.596344052650778,3,-123.781521355999985,39.512493328000062,-123.781372005999970,39.512601662000066,46.879023838460569
172,5,4,18.565874744262711,4,-123.781521355999985,39.512493328000062,-123.781482132999940,39.512328889000059,169.532181023823654
173,5,8,18.993135288269158,5,-123.781521355999985,39.512493328000062,-123.781548472999987,39.512663104000069,-7.052648891021727
174,5,15,20.715155221436824,6,-123.781521355999985,39.512493328000062,-123.781379832999960,39.512644310000042,35.981569388731032
175,5,1,22.341019267191882,7,-123.781521355999985,39.512493328000062,-123.781757849999963,39.512410051000074,-114.446901089068547
176,5,9,24.288023768091655,8,-123.781521355999985,39.512493328000062,-123.781431388999977,39.512700693000056,18.575284385252942
177,5,3,24.487696749559884,9,-123.781521355999985,39.512493328000062,-123.781582597999943,39.512277930000039,-167.580035413156708
178,5,2,25.458017243545367,10,-123.781521355999985,39.512493328000062,-123.781720581999991,39.512323727000080,-137.701464643860533
179,5,10,31.720838645913762,11,-123.781521355999985,39.512493328000062,-123.781429749999973,39.512770085000056,14.379956533522254
180,5,17,35.405356680590081,12,-123.781521355999985,39.512493328000062,-123.781138794999947,39.512611166000056,68.313844122701170
181,5,18,35.593703014679122,13,-123.781521355999985,39.512493328000062,-123.781350501999952,39.512201327000071,155.618999256704058
182,5,14,37.188349424243171,14,-123.781521355999985,39.512493328000062,-123.781172821999974,39.512691600000039,53.705219573805913
183,5,13,37.590223370691469,15,-123.781521355999985,39.512493328000062,-123.781256368999948,39.512762592000058,37.317303675023688
184,5,11,39.027160505476807,16,-123.781521355999985,39.512493328000062,-123.781370667999965,39.512824900000055,19.392999073431408
185,5,42,39.599465197932631,17,-123.781521355999985,39.512493328000062,-123.781979398999965,39.512456761000067,-95.884336794902893
186,5,12,40.888396892895692,18,-123.781521355999985,39.512493328000062,-123.781308273999969,39.512822553000035,26.625691469358095
187,5,41,41.662756113909168,19,-123.781521355999985,39.512493328000062,-123.781987586999946,39.512595303000069,-74.231495982680627
188,5,19,48.269181069171680,20,-123.781521355999985,39.512493328000062,-123.781141536999939,39.512813424000058,42.585944265925050
189,5,32,57.557361661456611,21,-123.781521355999985,39.512493328000062,-123.781330648999983,39.512990254000044,16.555171351725591
190,5,20,58.420072262865681,22,-123.781521355999985,39.512493328000062,-123.781049416999963,39.512871803000053,44.004917060734279
191,5,34,58.739648598220583,23,-123.781521355999985,39.512493328000062,-123.781512799999973,39.513022352000064,0.717725824351790
192,5,33,59.928993060079996,24,-123.781521355999985,39.512493328000062,-123.781267862999982,39.512996127000065,21.331258020596263
193,5,35,62.029105814668327,25,-123.781521355999985,39.512493328000062,-123.781363099999965,39.513038408000057,12.674182923759705
194,5,31,68.224026619516863,26,-123.781521355999985,39.512493328000062,-123.781206026999939,39.513057192000076,23.420519137864773
195,5,30,69.259292407563635,27,-123.781521355999985,39.512493328000062,-123.781276195999965,39.513087538000036,17.722561618361269
196,5,36,73.655159436409093,28,-123.781521355999985,39.512493328000062,-123.781479998999941,39.513155963000031,2.767717234104884
197,5,38,80.636680031239067,29,-123.781521355999985,39.512493328000062,-123.781595969999955,39.513217316000066,-4.564084195812436
198,5,37,81.198889846212353,30,-123.781521355999985,39.512493328000062,-123.781690982999976,39.513212784000075,-10.349413279838013
199,5,29,83.698698640699959,31,-123.781521355999985,39.512493328000062,-123.781117382999980,39.513179192000052,24.523511827877371
200,5,39,89.612668291974117,32,-123.781521355999985,39.512493328000062,-123.781566280999982,39.513299715000073,-2.470923836632777
201,5,40,92.922836072068748,33,-123.781521355999985,39.512493328000062,-123.781409172999986,39.513325757000075,5.959280023116105
202,5,23,102.046345970111361,34,-123.781521355999985,39.512493328000062,-123.781002124999986,39.513319792000061,25.948870326782636
203,5,24,102.371948874418507,35,-123.781521355999985,39.512493328000062,-123.781053355999973,39.513341141000069,23.150066878103083
204,5,27,103.234258067254473,36,-123.781521355999985,39.512493328000062,-123.781131124999945,39.513372654000079,18.969997500901901
205,5,22,106.406454523931188,37,-123.781521355999985,39.512493328000062,-123.780898230999981,39.513321319000056,30.238828052850081
206,5,25,112.328045078225529,38,-123.781521355999985,39.512493328000062,-123.780929363999974,39.513395184000046,26.950558083172165
207,5,28,113.556830997935748,39,-123.781521355999985,39.512493328000062,-123.781216732999951,39.513488541000072,13.337789164892413
208,5,21,114.919425350932642,40,-123.781521355999985,39.512493328000062,-123.780778614999974,39.513353792000032,33.766583849029651
209,5,26,118.047014478748565,41,-123.781521355999985,39.512493328000062,-123.781047664999960,39.513491259000034,20.186803800309693
210,5,43,131.277879421167938,42,-123.781521355999985,39.512493328000062,-123.782814462999966,39.513121722000051,-57.896113763352545
211,6,1,9.092449356495061,1,-123.781658761999950,39.512438617000043,-123.781757849999963,39.512410051000074,-110.414587919068666
212,6,5,13.286472326732389,2,-123.781658761999950,39.512438617000043,-123.781521355999985,39.512493328000062,62.794695220308995
213,6,2,13.819258463755457,3,-123.781658761999950,39.512438617000043,-123.781720581999991,39.512323727000080,-157.374246429591494
214,6,3,19.004710462680027,4,-123.781658761999950,39.512438617000043,-123.781582597999943,39.512277930000039,159.839568624165025
215,6,4,19.471629127269143,5,-123.781658761999950,39.512438617000043,-123.781482132999940,39.512328889000059,128.730447046924979
